date,open,high,low,close,volume,SMA_10,SMA_20,SMA_50,SMA_100,SMA_200,EMA_10,EMA_20,EMA_50,EMA_100,EMA_200,High-Low,High-PrevClose,Low-PrevClose,TR,ATR,ADX,CCI,ROC,RSI,Williams%R,SO%K,Target
2013-06-17 00:00:00-04:00,61.381576227704706,61.70011182148621,60.27466974787385,60.633018493652344,9315500,44811.571320724484,22406.285660362242,8963.114264144897,4482.057132072448,2241.528566036224,60.633018493652344,60.633018493652344,60.633018493652344,60.633018493652344,60.633018493652344,1.4254420736123592,,,1.4254420736123592,,,1333.3333333333335,,,,0.25139481457170987,1
2013-06-18 00:00:00-04:00,60.6171092620301,61.612529438639854,60.6171092620301,61.46918869018555,6421500,44811.571320724484,22406.285660362242,8963.114264144897,4482.057132072448,2241.528566036224,61.092912101745604,61.07200784683227,61.05946529388427,61.05528444290161,61.05319401741028,0.9954201766097555,0.9795109449875099,0.015909231622245557,0.9954201766097555,,,1333.3333333333335,,,,0.855999755859377,0
2013-06-19 00:00:00-04:00,61.373600689003645,61.53286542092319,60.45781329156608,60.46577835083008,8027600,44811.571320724484,22406.285660362242,8963.114264144897,4482.057132072448,2241.528566036224,60.840808500879234,60.84940401024861,60.85360211045754,60.854839402895564,60.85542749591874,1.075052129357104,0.06367673073764024,1.0113753986194638,1.075052129357104,,,1333.3333333333333,,,,0.007408998174589227,0
2013-06-20 00:00:00-04:00,60.067602963308865,60.067602963308865,58.769577940725426,58.825321197509766,12373500,44811.571320724484,22406.285660362242,8963.114264144897,4482.057132072448,2241.528566036224,60.17679523335825,60.265082597256885,60.31571028442108,60.332138013902664,60.3402627738816,1.2980250225834382,0.3981753875212135,1.6962004101046517,1.6962004101046517,,,1333.3333333333333,,,,0.04294467041428394,0
2013-06-21 00:00:00-04:00,59.319043019477085,59.47831380059085,58.14842859941702,58.785499572753906,15552500,44811.571320724484,22406.285660362242,8963.114264144897,4482.057132072448,2241.528566036224,59.77739208897073,59.90718405460785,59.98470524187027,60.010314746423894,60.02306014245606,1.3298852011738305,0.6529926030810813,0.6768925980927492,1.3298852011738305,,,1333.3333333333333,,,,0.47904208030480794,0
2013-06-24 00:00:00-04:00,58.052858672888576,58.94475053696941,57.662655982353215,58.53862380981445,10214400,44811.571320724484,22406.285660362242,8963.114264144897,4482.057132072448,2241.528566036224,59.45564117756474,59.61848035523405,59.71896115167679,59.75260699074993,59.76942791026231,1.2820945546161937,0.15925096421550222,1.1228435904006915,1.2820945546161937,,,1333.3333333333333,,,,0.6832318445681778,1
2013-06-25 00:00:00-04:00,58.98458953397989,59.502208993388464,58.769581551902945,59.04033279418945,8520800,44811.571320724484,22406.285660362242,8963.114264144897,4482.057132072448,2241.528566036224,59.35556854051029,59.50916696163928,59.61000115927067,59.64464762904071,59.6621208652998,0.7326274414855192,0.9635851835740112,0.23095774208849207,0.9635851835740112,,,1333.3333333333335,,,,0.3695619723682702,1
2013-06-26 00:00:00-04:00,59.55795094603152,60.41799500657685,59.3907211690743,60.258724212646484,7390100,44811.571320724484,22406.285660362242,8963.114264144897,4482.057132072448,2241.528566036224,59.56104080847466,59.638731698843664,59.70288833036284,59.72688670770194,59.739332391006336,1.0272738375025554,1.3776622123873992,0.35038837488484376,1.3776622123873992,,,1333.3333333333335,,,,0.8449578017896598,1
2013-06-27 00:00:00-04:00,60.51356484788269,61.174525119488855,60.362265154493514,60.73653793334961,6674500,44811.571320724484,22406.285660362242,8963.114264144897,4482.057132072448,2241.528566036224,59.8167878471871,59.81482518686919,59.83695255182108,59.848252038627905,59.854616471729656,0.8122599649953415,0.9158009068423709,0.10354094184702944,0.9158009068423709,,,1333.3333333333335,,,,0.46077954717150454,1
2013-06-28 00:00:00-04:00,60.64892941212016,61.94695440701231,60.45780447102893,61.6921272277832,12475000,44811.571320724484,22406.285660362242,8963.114264144897,4482.057132072448,2241.528566036224,60.210714445531316,60.09753060771997,60.057603086297036,60.04967219758159,60.046746023742905,1.4891499359833844,1.210416473662704,0.2787334623206803,1.4891499359833844,,,1333.3333333333333,,,,0.8288774198812754,0
